GeneID	GeneName	Family_Subfamily	Protein_Class	GO_MF	GO_BP	GO_CC
SORBI_3009G009700	Subtilisin-chymotrypsin inhibitor-2A	OS12G0437800 PROTEIN (PTHR33091:SF38)	protease inhibitor(PC00191)	serine-type endopeptidase inhibitor activity(GO:0004867)	response to wounding(GO:0009611)	
SORBI_3005G082740	START domain-containing protein			lipid binding(GO:0008289)		nucleus(GO:0005634)
SORBI_3008G107800	DM2 domain-containing protein	CHROMATIN STRUCTURE-REMODELING COMPLEX PROTEIN RSC6-RELATED (PTHR13844:SF8)	chromatin/chromatin-binding, or -regulatory protein(PC00077)			
SORBI_3004G171100	Sphingomyelin synthase-like domain-containing protein	OS02G0543100 PROTEIN (PTHR21290:SF48)		phosphotransferase activity, for other substituted phosphate groups(GO:0016780);sphingomyelin synthase activity(GO:0033188);ceramide cholinephosphotransferase activity(GO:0047493)	ceramide biosynthetic process(GO:0046513)	Golgi membrane(GO:0000139);endoplasmic reticulum membrane(GO:0005789);plasma membrane(GO:0005886);membrane(GO:0016020)
SORBI_3004G058050	Uncharacterized protein					
SORBI_3006G148100	Uncharacterized protein	PROTEIN ROOT UVB SENSITIVE 2, CHLOROPLASTIC (PTHR12770:SF5)				plastid(GO:0009536)
SORBI_3007G085100	Uncharacterized protein					
SORBI_3001G020900	J domain-containing protein	OS03G0837400 PROTEIN (PTHR44137:SF16)				endoplasmic reticulum(GO:0005783)
SORBI_3004G178300	C3H1-type domain-containing protein	ZINC FINGER (CCCH TYPE), RNA-BINDING MOTIF AND SERINE_ARGININE RICH 2 (PTHR12620:SF4)	RNA splicing factor(PC00148)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);pre-mRNA 3'-splice site binding(GO:0030628);metal ion binding(GO:0046872)	mRNA splicing, via spliceosome(GO:0000398)	spliceosomal complex(GO:0005681);U2AF complex(GO:0089701)
SORBI_3001G197100	PORR domain-containing protein	ASSOCIATED SALT-INDUCIBLE PROTEIN, PUTATIVE-RELATED (PTHR31476:SF15)		RNA binding(GO:0003723)		
SORBI_3009G011100	Uncharacterized protein	SUBFAMILY NOT NAMED (PTHR31636:SF165)				
SORBI_3002G001800	Potassium transporter	POTASSIUM TRANSPORTER 22 (PTHR30540:SF24)	transporter(PC00227)	potassium ion transmembrane transporter activity(GO:0015079)	potassium ion transmembrane transport(GO:0071805)	membrane(GO:0016020)
SORBI_3001G081600	protein-serine_threonine phosphatase	PROTEIN PHOSPHATASE 2C 34-RELATED (PTHR47992:SF58)	protein phosphatase(PC00195)	protein serine/threonine phosphatase activity(GO:0004722);cation binding(GO:0043169)	regulation of intracellular signal transduction(GO:1902531)	
SORBI_3009G235200	Putative rRNA methyltransferase	PRE-RRNA 2'-O-RIBOSE RNA METHYLTRANSFERASE FTSJ3 (PTHR10920:SF13)	RNA methyltransferase(PC00033)	mRNA binding(GO:0003729);methyltransferase activity(GO:0008168);rRNA methyltransferase activity(GO:0008649);rRNA (uridine-2'-O-ribose)-methyltransferase activity(GO:0008650);rRNA (guanine) methyltransferase activity(GO:0016435);RNA 2'-O-methyltransferase activity(GO:0062105)	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000463);maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000466);rRNA processing(GO:0006364);rRNA methylation(GO:0031167)	nucleus(GO:0005634);nucleolus(GO:0005730);preribosome, large subunit precursor(GO:0030687)
SORBI_3004G162900	Uncharacterized protein	OS02G0526700 PROTEIN (PTHR34460:SF6)				
SORBI_3001G489900	Dof-type zinc finger protein	DOF DOMAIN, ZINC FINGER FAMILY PROTEIN, EXPRESSED (PTHR31089:SF37)		DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
SORBI_3005G213766	Peptidase A1 domain-containing protein					
SORBI_3003G169300	Small ribosomal subunit protein uS2c	SMALL RIBOSOMAL SUBUNIT PROTEIN US2M (PTHR12534:SF0)	ribosomal protein(PC00202)	structural constituent of ribosome(GO:0003735)	translation(GO:0006412)	mitochondrial small ribosomal subunit(GO:0005763);ribosome(GO:0005840);chloroplast(GO:0009507);small ribosomal subunit(GO:0015935)
SORBI_3003G379600	Methyltransferase	OS01G0883900 PROTEIN (PTHR10108:SF1164)	methyltransferase(PC00155)	methyltransferase activity(GO:0008168)		endomembrane system(GO:0012505);membrane(GO:0016020)
SORBI_3010G176400	Pectate lyase	PECTATE LYASE (PTHR31683:SF192)	lyase(PC00144)	pectate lyase activity(GO:0030570)	pectin catabolic process(GO:0045490)	
SORBI_3001G534000	Kinesin motor domain-containing protein	KINESIN-LIKE PROTEIN KIN-14R (PTHR47972:SF18)	microtubule binding motor protein(PC00156)	nucleotide binding(GO:0000166);cytoskeletal motor activity(GO:0003774);microtubule motor activity(GO:0003777);ATP binding(GO:0005524);microtubule binding(GO:0008017)	microtubule-based process(GO:0007017);microtubule-based movement(GO:0007018)	microtubule cytoskeleton(GO:0015630)
SORBI_3001G141500	Uncharacterized protein					
SORBI_3004G235200	ATP synthase delta chain, chloroplastic	ATP SYNTHASE SUBUNIT DELTA, CHLOROPLASTIC (PTHR11910:SF22)	ATP synthase(PC00002)	proton-transporting ATP synthase activity, rotational mechanism(GO:0046933)	proton motive force-driven ATP synthesis(GO:0015986)	membrane(GO:0016020)
SORBI_3001G190200	Major facilitator superfamily (MFS) profile domain-containing protein	SUGAR TRANSPORT PROTEIN MST2 (PTHR23500:SF545)	secondary carrier transporter(PC00258)	carbohydrate transmembrane transporter activity(GO:0015144);monosaccharide transmembrane transporter activity(GO:0015145);transmembrane transporter activity(GO:0022857)	monosaccharide transmembrane transport(GO:0015749);transmembrane transport(GO:0055085)	membrane(GO:0016020)
SORBI_3009G115050	Uncharacterized protein					
SORBI_3009G182300	Uncharacterized protein					
SORBI_3002G397500	PCI domain-containing protein	SAC3 FAMILY PROTEIN B (PTHR12436:SF17)	scaffold/adaptor protein(PC00226)		mRNA export from nucleus(GO:0006406)	cytoplasm(GO:0005737);nuclear periphery(GO:0034399);transcription export complex 2(GO:0070390)
SORBI_3002G162800	BZIP domain-containing protein	OS09G0306400 PROTEIN (PTHR45764:SF4)	DNA-binding transcription factor(PC00218)	DNA-binding transcription factor activity(GO:0003700);protein heterodimerization activity(GO:0046982)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
SORBI_3010G083700	Matrin-type domain-containing protein	WW DOMAIN-BINDING PROTEIN 4 (PTHR13173:SF10)		nucleic acid binding(GO:0003676);double-stranded DNA binding(GO:0003690);double-stranded RNA binding(GO:0003725);zinc ion binding(GO:0008270)	mRNA splicing, via spliceosome(GO:0000398)	nucleus(GO:0005634);Cajal body(GO:0015030);precatalytic spliceosome(GO:0071011)
SORBI_3001G018800	60S ribosomal protein L44	OS07G0450000 PROTEIN (PTHR10369:SF48)	ribosomal protein(PC00202)	structural constituent of ribosome(GO:0003735)	cytoplasmic translation(GO:0002181);translation(GO:0006412)	ribosome(GO:0005840);cytosolic large ribosomal subunit(GO:0022625)
SORBI_3006G008800	E2F_DP family winged-helix DNA-binding domain-containing protein	OS04G0112200 PROTEIN (PTHR12081:SF89)	winged helix/forkhead transcription factor(PC00246)	RNA polymerase II cis-regulatory region sequence-specific DNA binding(GO:0000978);DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA binding(GO:0003677);protein dimerization activity(GO:0046983)	regulation of DNA-templated transcription(GO:0006355);regulation of transcription by RNA polymerase II(GO:0006357)	nucleus(GO:0005634);transcription regulator complex(GO:0005667);RNA polymerase II transcription regulator complex(GO:0090575)
SORBI_3007G066832	Germin-like protein	GERMIN-LIKE PROTEIN 8-2 (PTHR31238:SF284)		manganese ion binding(GO:0030145)		apoplast(GO:0048046)
SORBI_3002G023000	Protein kinase domain-containing protein	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR27005:SF253)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);calcium ion binding(GO:0005509);ATP binding(GO:0005524);polysaccharide binding(GO:0030247)	cell surface receptor signaling pathway(GO:0007166)	plasma membrane(GO:0005886);membrane(GO:0016020)
SORBI_3002G354100	Major facilitator superfamily (MFS) profile domain-containing protein	OS07G0582500 PROTEIN (PTHR23500:SF440)	secondary carrier transporter(PC00258)	carbohydrate transmembrane transporter activity(GO:0015144);transmembrane transporter activity(GO:0022857)	carbohydrate transmembrane transport(GO:0034219);transmembrane transport(GO:0055085)	membrane(GO:0016020)
SORBI_3002G330200	Uncharacterized protein	SUBFAMILY NOT NAMED (PTHR10485:SF13)	transporter(PC00227)	transmembrane protein transporter activity(GO:0008320)	protein import into mitochondrial matrix(GO:0030150)	mitochondrial inner membrane(GO:0005743);TIM23 mitochondrial import inner membrane translocase complex(GO:0005744)
SORBI_3002G237600	Fatty acyl-CoA reductase	FATTY ACYL-COA REDUCTASE (PTHR11011:SF110)		alcohol-forming very long-chain fatty acyl-CoA reductase activity(GO:0080019);alcohol-forming long-chain fatty acyl-CoA reductase activity(GO:0102965)	long-chain fatty-acyl-CoA metabolic process(GO:0035336)	
SORBI_3006G110700	Peroxidase	PEROXIDASE (PTHR31517:SF14)		peroxidase activity(GO:0004601);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576)
SORBI_3004G281700	Uncharacterized protein	OIL BODY-ASSOCIATED PROTEIN 1B (PTHR31360:SF0)				
SORBI_3005G072900	Uncharacterized protein	RICIN B LECTIN DOMAIN-CONTAINING PROTEIN (PTHR31257:SF17)				
SORBI_3003G283600	HVA22-like protein f	HVA22-LIKE PROTEIN F (PTHR36892:SF7)				
SORBI_3004G087000	H(+)-transporting two-sector ATPase (Fragment)	ATP SYNTHASE SUBUNIT BETA, MITOCHONDRIAL (PTHR15184:SF71)	ATP synthase(PC00002)	ATP binding(GO:0005524);proton-transporting ATP synthase activity, rotational mechanism(GO:0046933)	proton motive force-driven ATP synthesis(GO:0015986);proton motive force-driven mitochondrial ATP synthesis(GO:0042776)	mitochondrion(GO:0005739);membrane(GO:0016020);proton-transporting ATP synthase complex(GO:0045259)
SORBI_3001G508700	DUF4220 domain-containing protein	EXPRESSED PROTEIN (PTHR31325:SF266)				
SORBI_3009G049701	Uncharacterized protein					
SORBI_3001G160500	Phenylalanine ammonia-lyase	PHENYLALANINE AMMONIA-LYASE (PTHR10362:SF20)	lyase(PC00144)	catalytic activity(GO:0003824);ammonia-lyase activity(GO:0016841);phenylalanine ammonia-lyase activity(GO:0045548)	L-phenylalanine catabolic process(GO:0006559);cinnamic acid biosynthetic process(GO:0009800)	cytoplasm(GO:0005737)
SORBI_3001G497100	DUF1677 family protein	DUF1677 FAMILY PROTEIN (PTHR33108:SF84)				
SORBI_3002G431333	CCHC-type domain-containing protein	OS11G0296500 PROTEIN (PTHR23002:SF89)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);single-stranded RNA binding(GO:0003727);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);translation regulator activity(GO:0045182)	positive regulation of cytoplasmic translation(GO:2000767)	cytoplasm(GO:0005737)
SORBI_3003G294100	dihydroorotase	DIHYDROOROTASE (PTHR43137:SF1)	hydrolase(PC00121)	dihydroorotase activity(GO:0004151);hydrolase activity(GO:0016787);hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides(GO:0016812)	'de novo' pyrimidine nucleobase biosynthetic process(GO:0006207);pyrimidine nucleotide biosynthetic process(GO:0006221);pyrimidine nucleobase biosynthetic process(GO:0019856);'de novo' UMP biosynthetic process(GO:0044205)	cytoplasm(GO:0005737)
SORBI_3002G209100	Glutamate receptor	GLUTAMATE RECEPTOR (PTHR18966:SF522)	transmembrane signal receptor(PC00197)	ligand-gated monoatomic ion channel activity(GO:0015276)	monoatomic ion transmembrane transport(GO:0034220)	membrane(GO:0016020)
SORBI_3009G135400	RING-type domain-containing protein	OS05G0408800 PROTEIN (PTHR22765:SF459)	ubiquitin-protein ligase(PC00234)	ubiquitin protein ligase activity(GO:0061630)	ubiquitin-dependent protein catabolic process(GO:0006511)	
SORBI_3008G102400	Photosystem II reaction center protein T	PHOTOSYSTEM II REACTION CENTER PROTEIN T (PTHR36411:SF2)			photosynthesis(GO:0015979)	cytoplasm(GO:0005737);photosystem II(GO:0009523);photosystem II reaction center(GO:0009539);membrane(GO:0016020)
SORBI_3005G019100	TRAF-type domain-containing protein	OS04G0218900 PROTEIN (PTHR10131:SF158)	scaffold/adaptor protein(PC00226)	zinc ion binding(GO:0008270)		cytoplasm(GO:0005737)
SORBI_3004G255200	Cellulose synthase-like protein E1	CELLULOSE SYNTHASE-LIKE PROTEIN E2 (PTHR13301:SF135)	DNA-binding transcription factor(PC00218)	cellulose synthase (UDP-forming) activity(GO:0016760)	cellulose biosynthetic process(GO:0030244);plant-type cell wall organization or biogenesis(GO:0071669)	Golgi membrane(GO:0000139);membrane(GO:0016020)
SORBI_3005G162100	Uncharacterized protein					
SORBI_3002G201100	ZF-HD dimerization-type domain-containing protein	MINI ZINC FINGER PROTEIN 2 (PTHR31948:SF169)				
SORBI_3004G090600	Embryo surrounding factor 1 brassicaceae domain-containing protein					
SORBI_3005G086900	Uncharacterized protein					
SORBI_3004G222400	Knottin scorpion toxin-like domain-containing protein	DEFENSIN-LIKE PROTEIN CAL1 (PTHR33147:SF8)	antimicrobial response protein(PC00051)		defense response(GO:0006952)	
SORBI_3001G279000	F-box domain-containing protein	F-BOX DOMAIN-CONTAINING PROTEIN (PTHR36140:SF10)				
SORBI_3005G018900	Phosphoinositide phospholipase C	PHOSPHOINOSITIDE PHOSPHOLIPASE C (PTHR10336:SF206)	phospholipase(PC00186)	phosphatidylinositol-4,5-bisphosphate phospholipase C activity(GO:0004435);phosphoric diester hydrolase activity(GO:0008081)	lipid metabolic process(GO:0006629);signal transduction(GO:0007165);intracellular signal transduction(GO:0035556);phosphatidylinositol-mediated signaling(GO:0048015);release of sequestered calcium ion into cytosol(GO:0051209)	plasma membrane(GO:0005886)
SORBI_3008G138100	Exostosin GT47 domain-containing protein	XYLOGLUCAN-SPECIFIC GALACTURONOSYLTRANSFERASE 1 (PTHR11062:SF117)	glycosyltransferase(PC00111)	glycosyltransferase activity(GO:0016757)	glycoprotein biosynthetic process(GO:0009101)	Golgi membrane(GO:0000139)
SORBI_3007G019600	Protein kinase domain-containing protein	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR27001:SF688)		protein kinase activity(GO:0004672);ATP binding(GO:0005524)		membrane(GO:0016020)
SORBI_3002G066100	Uncharacterized protein					
SORBI_3004G261300	3-beta hydroxysteroid dehydrogenase_isomerase domain-containing protein	3-BETA HYDROXYSTEROID DEHYDROGENASE_ISOMERASE DOMAIN-CONTAINING PROTEIN (PTHR10366:SF355)	dehydratase(PC00091)	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616)	steroid biosynthetic process(GO:0006694)	membrane(GO:0016020)
SORBI_3003G301050	Uncharacterized protein					
SORBI_3010G072500	Uncharacterized protein					
SORBI_3009G134200	Inosine_uridine-preferring nucleoside hydrolase domain-containing protein			hydrolase activity, hydrolyzing N-glycosyl compounds(GO:0016799)		
SORBI_3006G180100	Amino acid transporter transmembrane domain-containing protein	AMINO ACID TRANSPORTER AVT3A (PTHR22950:SF674)	amino acid transporter(PC00046)	L-amino acid transmembrane transporter activity(GO:0015179)	amino acid transmembrane transport(GO:0003333);L-alpha-amino acid transmembrane transport(GO:1902475)	membrane(GO:0016020)
SORBI_3001G529301	Uncharacterized protein					
SORBI_3002G189750	Uncharacterized protein					
SORBI_3006G164200	Uncharacterized protein	METAL-NICOTIANAMINE TRANSPORTER YSL3 (PTHR31645:SF4)	transporter(PC00227)	oligopeptide transmembrane transporter activity(GO:0035673)	oligopeptide transmembrane transport(GO:0035672)	membrane(GO:0016020)
SORBI_3008G140050	Reverse transcriptase zinc-binding domain-containing protein	AMINOTRANSFERASE-LIKE PLANT MOBILE DOMAIN-CONTAINING PROTEIN (PTHR47746:SF75)				
SORBI_3003G059900	Expansin	EXPANSIN-A9 (PTHR31867:SF15)			plant-type cell wall organization(GO:0009664)	extracellular region(GO:0005576);membrane(GO:0016020)
SORBI_3003G229300	FCP1 homology domain-containing protein	SCP1-LIKE SMALL PHOSPHATASE 4-RELATED (PTHR12210:SF146)	protein phosphatase(PC00195)	phosphoprotein phosphatase activity(GO:0004721);phosphatase activity(GO:0016791)	positive regulation of gluconeogenesis(GO:0045722)	nucleus(GO:0005634)
SORBI_3001G027000	SHSP domain-containing protein	17.6 KDA CLASS II HEAT SHOCK PROTEIN-RELATED (PTHR33879:SF3)				
SORBI_3001G087500	Uncharacterized protein					
SORBI_3006G040201	CCHC-type domain-containing protein	OS11G0296500 PROTEIN (PTHR23002:SF89)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);single-stranded RNA binding(GO:0003727);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);translation regulator activity(GO:0045182)	positive regulation of cytoplasmic translation(GO:2000767)	cytoplasm(GO:0005737)
SORBI_3004G326800	BHLH domain-containing protein	OS02G0791300 PROTEIN (PTHR33124:SF90)	DNA-binding transcription factor(PC00218)		regulation of DNA-templated transcription(GO:0006355)	
SORBI_3006G157200	Uncharacterized protein					
SORBI_3003G198150	Uncharacterized protein					
SORBI_3001G201300	Remorin C-terminal domain-containing protein	OS10G0503800 PROTEIN (PTHR31775:SF18)				
SORBI_3007G155200	Alpha-carbonic anhydrase domain-containing protein	ALPHA-CARBONIC ANHYDRASE DOMAIN-CONTAINING PROTEIN (PTHR18952:SF272)	dehydratase(PC00091)	carbonate dehydratase activity(GO:0004089);zinc ion binding(GO:0008270)		
SORBI_3001G084300	Putative glucosyl transferase	OS03G0757500 PROTEIN (PTHR48049:SF140)	glycosyltransferase(PC00111)	UDP-glycosyltransferase activity(GO:0008194)		
SORBI_3002G293100	C2H2-type domain-containing protein	PROTEIN INDETERMINATE-DOMAIN 5 CHLOROPLASTIC (PTHR10593:SF114)	non-receptor serine/threonine protein kinase(PC00167)		regulation of DNA-templated transcription(GO:0006355)	
SORBI_3007G008000	Pectinesterase inhibitor domain-containing protein	CELL WALL _ VACUOLAR INHIBITOR OF FRUCTOSIDASE 2 (PTHR31080:SF152)		enzyme inhibitor activity(GO:0004857)		
SORBI_3005G177200	Syntaxin N-terminal domain-containing protein					
SORBI_3005G103500	Alcohol dehydrogenase-like C-terminal domain-containing protein	ALCOHOL DEHYDROGENASE 1 (PTHR43880:SF9)	dehydrogenase(PC00092)	alcohol dehydrogenase (NAD+) activity(GO:0004022);zinc ion binding(GO:0008270)	formaldehyde catabolic process(GO:0046294)	cytoplasm(GO:0005737);cytosol(GO:0005829)
SORBI_3008G184300	Uncharacterized protein					
SORBI_3010G077000	Protein kinase domain-containing protein	LRR RECEPTOR-LIKE SERINE_THREONINE-PROTEIN KINASE ERECTA (PTHR48056:SF6)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524)	regulation of cell growth(GO:0001558);heat acclimation(GO:0010286)	plasma membrane(GO:0005886)
