condition	layer	GeneID	GeneName	Family_Sufamily	ProteinClass	GO_MF	GO_BP	Chromosome	Gene_Start	Gene_End	Best_P_Value	N_sig_SNPs	Max_r2	N_Phenotypes	Phenotypes	GO_CC
CTL	individual	SORBI_3008G131900						8	55816339	55821120	6.204077e-14	1	0.937677	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	
CTL	individual	SORBI_3008G132000						8	55839853	55843326	6.204077e-14	1	0.878997	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	
CTL	individual	SORBI_3008G132200	Calmodulin-binding protein MPCBP	PROTEIN NPG1 (PTHR44102:SF5)	""	""	""	8	55848764	55854063	6.204077e-14	1	0.647052	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	""
CTL	individual	SORBI_3008G132250						8	55858948	55860843	6.204077e-14	1	0.717423	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	
CTL	individual	SORBI_3008G132300						8	55898550	55902947	6.204077e-14	1	0.650477	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	
CTL	individual	SORBI_3008G132400						8	55905226	55906819	6.204077e-14	1	0.671209	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	
CTL	individual	SORBI_3008G132500						8	55908329	55913278	6.204077e-14	1	0.677656	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	
CTL	individual	SORBI_3008G132550						8	55913940	55917987	6.204077e-14	1	0.643748	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	
CTL	individual	SORBI_3008G132600						8	55920712	55928484	6.204077e-14	1	0.684139	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	
CTL	individual	SORBI_3008G132700						8	55932919	55936935	6.204077e-14	1	0.691366	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	
CTL	individual	SORBI_3008G132800						8	55943024	55947315	6.204077e-14	1	0.71237	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	
CTL	individual	SORBI_3008G132900						8	55948254	55956733	6.204077e-14	1	0.675856	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	
CTL	individual	SORBI_3008G133000						8	55966822	55967178	6.204077e-14	1	0.431486	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	
CTL	individual	SORBI_3008G133100						8	55967541	55971627	6.204077e-14	1	0.554278	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	
CTL	individual	SORBI_3008G133200						8	55987061	55988758	6.204077e-14	1	0.449243	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	
CTL	individual	SORBI_3006G044800	Uncharacterized protein	CHAPERONE PROTEIN DNAJ-RELATED (PTHR34687:SF3)	chaperone(PC00072)	""	""	6	31450469	31451300	9.34374e-14	2	0.457746	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	""
CTL	individual	SORBI_3005G086650						5	12041602	12053692	1.174296e-13	2	0.645278	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	
CTL	individual	SORBI_3006G048775	Nucleoplasmin-like domain-containing protein	""	""	""	""	6	35064177	35066809	3.126946e-13	3	0.981376	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	""
CTL	individual	SORBI_3007G070700						7	7835992	7839290	4.30794e-13	3	0.763719	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	
CTL	individual	SORBI_3007G070900	Uncharacterized protein	""	""	""	""	7	7861480	7864348	4.30794e-13	3	0.763719	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	""
CTL	individual	SORBI_3007G071000	NAC domain-containing protein	OS08G0200600 PROTEIN (PTHR31744:SF21)	""	DNA binding(GO:0003677)	regulation of DNA-templated transcription(GO:0006355)	7	7871028	7874296	4.30794e-13	3	0.763719	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	nucleus(GO:0005634)
CTL	individual	SORBI_3007G071100	Protein kinase domain-containing protein	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR47973:SF14)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	""	7	7874933	7878691	4.30794e-13	3	0.42875	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	""
CTL	individual	SORBI_3007G071200	K Homology domain-containing protein	RNA-BINDING KH DOMAIN-CONTAINING PROTEIN (PTHR10288:SF137)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);mRNA binding(GO:0003729)	RNA processing(GO:0006396)	7	7882997	7889445	4.30794e-13	3	0.580411	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	nucleus(GO:0005634);cytoplasm(GO:0005737)
CTL	individual	SORBI_3007G071300	50S ribosomal protein L27	50S RIBOSOMAL PROTEIN L27 (PTHR15893:SF13)	ribosomal protein(PC00202)	structural constituent of ribosome(GO:0003735)	translation(GO:0006412)	7	7892356	7896836	4.30794e-13	3	0.54869	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	ribosome(GO:0005840)
CTL	individual	SORBI_3007G071400	Pentacotripeptide-repeat region of PRORP domain-containing protein	PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN MITOCHONDRIAL (PTHR47934:SF25)	""	mRNA binding(GO:0003729)	RNA processing(GO:0006396);mitochondrion organization(GO:0007005)	7	7898300	7912298	4.30794e-13	3	1	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	mitochondrion(GO:0005739)
CTL	individual	SORBI_3007G071500	Photosystem II 10 kDa polypeptide, chloroplastic	PHOTOSYSTEM II 10 KDA POLYPEPTIDE, CHLOROPLASTIC (PTHR34369:SF2)	""	""	photosynthesis(GO:0015979)	7	7914921	7916732	4.30794e-13	3	0.595187	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	photosystem II(GO:0009523);chloroplast thylakoid membrane(GO:0009535);photosystem II oxygen evolving complex(GO:0009654);thylakoid membrane(GO:0042651)
CTL	individual	SORBI_3007G071600						7	7941116	7943460	4.30794e-13	3	0.580786	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	
CTL	individual	SORBI_3007G071700						7	7943612	7945200	4.30794e-13	3	0.559405	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	
CTL	individual	SORBI_3007G071800						7	7946843	7949108	4.30794e-13	3	0.520347	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	
CTL	individual	SORBI_3005G152200	Aminotransferase class I_classII domain-containing protein	TYROSINE AMINOTRANSFERASE (PTHR45744:SF11)	transaminase(PC00216)	catalytic activity(GO:0003824);L-tyrosine-2-oxoglutarate transaminase activity(GO:0004838);transaminase activity(GO:0008483);pyridoxal phosphate binding(GO:0030170);nicotianamine aminotransferase activity(GO:0033855)	amino acid metabolic process(GO:0006520);L-tyrosine catabolic process(GO:0006572)	5	62304454	62308981	9.674947e-13	4	0.415862	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	""
CTL	individual	SORBI_3005G152250						5	62317209	62318593	2.471614e-12	3	0.474779	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	
CTL	individual	SORBI_3009G110000	PH domain-containing protein	""	""	""	lipid metabolic process(GO:0006629)	9	44396538	44409667	3.69734e-12	1	0.407699	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	""
CTL	individual	SORBI_3009G111000	Pectinesterase	PECTINESTERASE (PTHR31707:SF12)	esterase(PC00097)	enzyme inhibitor activity(GO:0004857);hydrolase activity(GO:0016787);pectinesterase activity(GO:0030599);pectinesterase inhibitor activity(GO:0046910)	cell wall modification(GO:0042545);pectin catabolic process(GO:0045490);cell wall organization(GO:0071555)	9	44638293	44647142	3.69734e-12	1	0.704933	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	extracellular region(GO:0005576)
CTL	individual	SORBI_3009G111200	AP2_ERF domain-containing protein	OS05G0361700 PROTEIN (PTHR31190:SF487)	""	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355);ethylene-activated signaling pathway(GO:0009873)	9	44785084	44786853	3.69734e-12	1	0.468714	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	nucleus(GO:0005634)
CTL	individual	SORBI_3009G111400	Uncharacterized protein	SUBFAMILY NOT NAMED (PTHR23309:SF35)	dehydrogenase(PC00092)	catalytic activity(GO:0003824);(3S)-3-hydroxyacyl-CoA dehydrogenase (NAD+) activity(GO:0003857);delta(3)-delta(2)-enoyl-CoA isomerase activity(GO:0004165);enoyl-CoA hydratase activity(GO:0004300);3-hydroxybutyryl-CoA epimerase activity(GO:0008692);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616);lyase activity(GO:0016829);isomerase activity(GO:0016853);NAD+ binding(GO:0070403)	lipid metabolic process(GO:0006629);fatty acid metabolic process(GO:0006631);fatty acid beta-oxidation(GO:0006635)	9	44791313	44800404	3.69734e-12	1	0.471733	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	peroxisome(GO:0005777)
CTL	individual	SORBI_3006G039800						6	19123733	19165312	4.630195e-12	1	0.975349	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	
CTL	individual	SORBI_3006G039900						6	19154036	19155151	4.630195e-12	1	0.972689	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	
CTL	individual	SORBI_3006G040000						6	19231953	19236362	4.630195e-12	1	0.967423	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	
CTL	individual	SORBI_3006G040101	Uncharacterized protein	OS02G0583500 PROTEIN (PTHR33063:SF13)	""	""	""	6	19310258	19314726	4.630195e-12	1	0.923377	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	""
CTL	individual	SORBI_3001G254200	F-box domain-containing protein	F-BOX_KELCH-REPEAT PROTEIN SKIP11 (PTHR46122:SF24)	oxidase(PC00175)	""	""	1	28465427	28472547	5.712934e-12	4	0.885503	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	nucleus(GO:0005634)
CTL	individual	SORBI_3002G039500						2	3850982	3852279	7.587135e-12	7	0.581516	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	
CTL	individual	SORBI_3002G039600						2	3853100	3856222	7.587135e-12	7	0.581516	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	
CTL	individual	SORBI_3002G039700						2	3857146	3859446	7.587135e-12	7	0.581393	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	
CTL	individual	SORBI_3002G039800						2	3856811	3874448	7.587135e-12	7	0.581455	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	
CTL	individual	SORBI_3002G039900	LOB domain-containing protein	DOMAIN PROTEIN 12, PUTATIVE, EXPRESSED-RELATED (PTHR31301:SF116)	""	DNA-binding transcription activator activity(GO:0001216)	regulation of DNA-templated transcription(GO:0006355);positive regulation of DNA-templated transcription(GO:0045893)	2	3877146	3881102	7.587135e-12	7	0.578696	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	nucleus(GO:0005634)
CTL	individual	SORBI_3002G041100	Aminotransferase class I_classII domain-containing protein	NICOTIANAMINE AMINOTRANSFERASE 1 (PTHR45744:SF5)	transaminase(PC00216)	L-tyrosine-2-oxoglutarate transaminase activity(GO:0004838);transaminase activity(GO:0008483);pyridoxal phosphate binding(GO:0030170);nicotianamine aminotransferase activity(GO:0033855)	amino acid metabolic process(GO:0006520);L-tyrosine catabolic process(GO:0006572)	2	3955784	3960460	7.587135e-12	7	0.921938	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	""
CTL	individual	SORBI_3002G041150	Uncharacterized protein	""	""	""	""	2	3962607	3967098	7.587135e-12	7	0.939624	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	""
CTL	individual	SORBI_3002G041200	Aminotransferase class I_classII domain-containing protein	NICOTIANAMINE AMINOTRANSFERASE 1 (PTHR45744:SF5)	transaminase(PC00216)	L-tyrosine-2-oxoglutarate transaminase activity(GO:0004838);transaminase activity(GO:0008483);pyridoxal phosphate binding(GO:0030170);nicotianamine aminotransferase activity(GO:0033855)	amino acid metabolic process(GO:0006520);L-tyrosine catabolic process(GO:0006572)	2	3970369	3975815	7.587135e-12	7	1	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	""
CTL	individual	SORBI_3002G041366	Uncharacterized protein	""	""	""	""	2	3981692	3983533	7.587135e-12	7	1	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	""
CTL	individual	SORBI_3002G041400	Uncharacterized protein	SUBFAMILY NOT NAMED (PTHR33704:SF5)	""	""	regulation of cellular response to heat(GO:1900034)	2	3982568	3988803	7.587135e-12	7	1	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	""
CTL	individual	SORBI_3002G041533	Alpha_beta hydrolase fold-3 domain-containing protein	OS07G0162400 PROTEIN (PTHR23024:SF442)	deacetylase(PC00087)	hydrolase activity(GO:0016787)	""	2	3989032	3991027	7.587135e-12	7	0.973331	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	""
CTL	individual	SORBI_3002G041666	Uncharacterized protein	""	""	""	""	2	3994087	3999160	7.587135e-12	7	0.841928	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	""
CTL	individual	SORBI_3002G041800	Alpha_beta hydrolase fold-3 domain-containing protein	ALPHA_BETA HYDROLASE FOLD-3 DOMAIN-CONTAINING PROTEIN (PTHR23024:SF657)	deacetylase(PC00087)	hydrolase activity(GO:0016787)	""	2	4000333	4002838	7.587135e-12	7	0.774817	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	""
CTL	individual	SORBI_3002G041900	Uncharacterized protein	PHENOLIC GLUCOSIDE MALONYLTRANSFERASE 2 (PTHR31625:SF84)	""	transferase activity(GO:0016740);acyltransferase activity(GO:0016746);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)	""	2	4004226	4007688	7.587135e-12	7	0.774427	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	""
CTL	individual	SORBI_3002G042300						2	4036817	4039168	7.587135e-12	7	0.669059	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	
