Condition	Theme	GeneID	GeneName	Family_SubFamily	Protein_class	GO_MF	GO_BP	Best_P_Value	Max_N_Phenotypes	TraitLayers
CTL	Lipid metabolism and transport	SORBI_3009G200100	GDSL esterase_lipase	OS05G0518300 PROTEIN (PTHR45650:SF13)	lipase(PC00143)	hydrolase activity(GO:0016787);hydrolase activity, acting on ester bonds(GO:0016788)	lipid metabolic process(GO:0006629);lipid catabolic process(GO:0016042)	1.28e-09	4	SumRatio
CTL	Lipid metabolism and transport	SORBI_3006G047500	AB hydrolase-1 domain-containing protein	ALPHA_BETA-HYDROLASES SUPERFAMILY PROTEIN (PTHR42886:SF42)	NA	phospholipase activity(GO:0004620);lysophosphatidic acid acyltransferase activity(GO:0042171);carboxylic ester hydrolase activity(GO:0052689)	phosphatidic acid biosynthetic process(GO:0006654);lipid homeostasis(GO:0055088)	1.44e-09	4	Individual;SumRatio
CTL	Lipid metabolism and transport	SORBI_3004G121200	Esterase	GDSL ESTERASE_LIPASE (PTHR22835:SF519)	NA	hydrolase activity(GO:0016787);hydrolase activity, acting on ester bonds(GO:0016788)	NA	2.77e-09	4	SumRatio
CTL	Lipid metabolism and transport	SORBI_3010G168700	GDSL esterase_lipase	OS06G0560700 PROTEIN (PTHR45650:SF2)	lipase(PC00143)	hydrolase activity(GO:0016787);hydrolase activity, acting on ester bonds(GO:0016788)	lipid metabolic process(GO:0006629);lipid catabolic process(GO:0016042)	3.11e-09	4	Individual
CTL	Lipid metabolism and transport	SORBI_3001G125800	Lipoxygenase	LINOLEATE 9S-LIPOXYGENASE 5 (PTHR11771:SF112)	oxygenase(PC00177)	oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen(GO:0016702);metal ion binding(GO:0046872);dioxygenase activity(GO:0051213)	lipid metabolic process(GO:0006629);fatty acid metabolic process(GO:0006631);fatty acid biosynthetic process(GO:0006633);response to wounding(GO:0009611);oxylipin biosynthetic process(GO:0031408);lipid oxidation(GO:0034440);response to other organism(GO:0051707)	1.18e-10	3	Individual
CTL	Lipid metabolism and transport	SORBI_3001G125900	Lipoxygenase	LINOLEATE 9S-LIPOXYGENASE 3-RELATED (PTHR11771:SF49)	oxygenase(PC00177)	oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen(GO:0016702);metal ion binding(GO:0046872);dioxygenase activity(GO:0051213);linoleate 9S-lipoxygenase activity(GO:1990136)	lipid metabolic process(GO:0006629);fatty acid metabolic process(GO:0006631);fatty acid biosynthetic process(GO:0006633);response to wounding(GO:0009611);oxylipin biosynthetic process(GO:0031408);lipid oxidation(GO:0034440);response to other organism(GO:0051707)	1.18e-10	3	Individual
CTL	Lipid metabolism and transport	SORBI_3001G126200	N-acetyltransferase domain-containing protein	N-ALPHA-ACETYLTRANSFERASE 20 (PTHR45910:SF1)	acetyltransferase(PC00038)	protein-N-terminal amino-acid acetyltransferase activity(GO:0004596);transferase activity(GO:0016740);acyltransferase activity(GO:0016746);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)	regulation of actin cytoskeleton organization(GO:0032956)	1.18e-10	3	Individual
CTL	Lipid metabolism and transport	SORBI_3005G222500	Phospholipase D	PHOSPHOLIPASE D (PTHR18896:SF129)	phospholipase(PC00186)	catalytic activity(GO:0003824);phospholipase D activity(GO:0004630);calcium ion binding(GO:0005509);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)	lipid metabolic process(GO:0006629);phospholipid catabolic process(GO:0009395);lipid catabolic process(GO:0016042);phosphatidylcholine metabolic process(GO:0046470)	4.93e-10	3	Individual
CTL	Lipid metabolism and transport	SORBI_3006G258900	Uncharacterized protein	TRIACYLGLYCEROL LIPASE-LIKE PROTEIN (PTHR36703:SF1)	lipase(PC00143)	NA	NA	1.18e-09	3	Individual
CTL	Lipid metabolism and transport	SORBI_3006G259300	Acyl-[acyl-carrier-protein] hydrolase	ACYL-[ACYL-CARRIER-PROTEIN] HYDROLASE (PTHR31727:SF10)	esterase(PC00097)	acyl carrier activity(GO:0000036);fatty acyl-[ACP] hydrolase activity(GO:0016297);hydrolase activity(GO:0016787);thiolester hydrolase activity(GO:0016790)	lipid metabolic process(GO:0006629);fatty acid metabolic process(GO:0006631);fatty acid biosynthetic process(GO:0006633)	1.18e-09	3	Individual
CTL	Lipid metabolism and transport	SORBI_3007G108400	Serine aminopeptidase S33 domain-containing protein	OS08G0359300 PROTEIN (PTHR11005:SF153)	lipase(PC00143)	serine-type endopeptidase activity(GO:0004252);lipase activity(GO:0016298);hydrolase activity(GO:0016787)	proteolysis(GO:0006508);lipid metabolic process(GO:0006629);lipid catabolic process(GO:0016042)	2.36e-09	3	Individual
CTL	Lipid metabolism and transport	SORBI_3008G073800	Carboxypeptidase	SERINE CARBOXYPEPTIDASE-LIKE 20 (PTHR11802:SF254)	serine protease(PC00203)	carboxypeptidase activity(GO:0004180);serine-type carboxypeptidase activity(GO:0004185);peptidase activity(GO:0008233);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747);hydrolase activity(GO:0016787)	proteolysis(GO:0006508);secondary metabolic process(GO:0019748)	2.8e-09	3	SumRatio
CTL	Lipid metabolism and transport	SORBI_3002G383300	histone acetyltransferase	HISTONE ACETYLTRANSFERASE KAT7 (PTHR10615:SF161)	histone modifying enzyme(PC00261)	chromatin binding(GO:0003682);transcription coregulator activity(GO:0003712);histone acetyltransferase activity(GO:0004402);zinc ion binding(GO:0008270);transferase activity(GO:0016740);acyltransferase activity(GO:0016746);metal ion binding(GO:0046872);protein-lysine-acetyltransferase activity(GO:0061733)	DNA repair(GO:0006281);chromatin organization(GO:0006325);chromatin remodeling(GO:0006338);regulation of DNA-templated transcription(GO:0006355);regulation of transcription by RNA polymerase II(GO:0006357);response to UV-B(GO:0010224)	2.94e-09	3	SumRatio
CTL	Lipid metabolism and transport	SORBI_3002G339666	DAGKc domain-containing protein	NA	NA	kinase activity(GO:0016301)	sphingolipid metabolic process(GO:0006665)	3.34e-09	3	Individual;SumRatio
CTL	Lipid metabolism and transport	SORBI_3003G358400	Steroid 5-alpha-reductase DET2	STEROID 5-ALPHA-REDUCTASE DET2 (PTHR10556:SF43)	dehydrogenase(PC00092)	3-oxo-5-alpha-steroid 4-dehydrogenase activity(GO:0003865);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-CH group of donors(GO:0016627);3-oxo-5-alpha-steroid 4-dehydrogenase (NADP+) activity(GO:0047751)	lipid metabolic process(GO:0006629);steroid metabolic process(GO:0008202);brassinosteroid biosynthetic process(GO:0016132)	3.34e-09	3	Individual
CTL	Lipid metabolism and transport	SORBI_3002G316100	S-acyltransferase	S-ACYLTRANSFERASE (PTHR22883:SF57)	protein modifying enzyme(PC00260)	palmitoyltransferase activity(GO:0016409);transferase activity(GO:0016740);acyltransferase activity(GO:0016746);protein-cysteine S-palmitoyltransferase activity(GO:0019706)	protein targeting to membrane(GO:0006612)	6.86e-10	2	Individual
CTL	Lipid metabolism and transport	SORBI_3009G092300	Uncharacterized protein	OS05G0252100 PROTEIN (PTHR31300:SF6)	lipase(PC00143)	NA	NA	1.37e-09	2	Individual
CTL	Lipid metabolism and transport	SORBI_3007G140200	Lipocalin_cytosolic fatty-acid binding domain-containing protein	APOLIPOPROTEIN D (PTHR10612:SF34)	apolipoprotein(PC00052)	NA	response to reactive oxygen species(GO:0000302);lipid metabolic process(GO:0006629);response to stress(GO:0006950)	1.94e-09	2	Individual
CTL	Lipid metabolism and transport	SORBI_3006G034900	Uncharacterized protein	HOMEODOMAIN LEUCINE ZIPPER FAMILY IV PROTEIN (PTHR45654:SF28)	homeodomain transcription factor(PC00119)	DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA binding(GO:0003677);lipid binding(GO:0008289)	regulation of DNA-templated transcription(GO:0006355);regulation of transcription by RNA polymerase II(GO:0006357)	2.07e-09	2	Individual
CTL	Lipid metabolism and transport	SORBI_3010G103100	Uncharacterized protein	AGMATINE HYDROXYCINNAMOYLTRANSFERASE 1 (PTHR31642:SF13)	acetyltransferase(PC00038)	transferase activity(GO:0016740);acyltransferase activity(GO:0016746);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)	NA	2.41e-09	2	Individual
CTL	Lipid metabolism and transport	SORBI_3008G049000	Acyltransferase	ACYLTRANSFERASE (PTHR12317:SF65)	acyltransferase(PC00042)	diacylglycerol O-acyltransferase activity(GO:0004144);O-acyltransferase activity(GO:0008374);transferase activity(GO:0016740);acyltransferase activity(GO:0016746)	lipid metabolic process(GO:0006629);triglyceride biosynthetic process(GO:0019432)	2.47e-09	2	SumRatio
CTL	Lipid metabolism and transport	SORBI_3008G076200	aldehyde oxygenase (deformylating)	NA	NA	iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);lyase activity(GO:0016829);aldehyde oxygenase (deformylating) activity(GO:0071771)	response to stress(GO:0006950);lipid biosynthetic process(GO:0008610)	2.53e-09	2	SumRatio
CTL	Lipid metabolism and transport	SORBI_3001G228100	Uncharacterized protein	GDSL-LIKE LIPASE_ACYLHYDROLASE FAMILY PROTEIN, EXPRESSED (PTHR45648:SF160)	lipase(PC00143)	hydrolase activity(GO:0016787);hydrolase activity, acting on ester bonds(GO:0016788)	lipid catabolic process(GO:0016042)	3.96e-09	2	SumRatio
CTL	Lipid metabolism and transport	SORBI_3007G036300	Bifunctional inhibitor_plant lipid transfer protein_seed storage helical domain-containing protein	NA	NA	NA	NA	4.37e-09	2	Individual
CTL	Lipid metabolism and transport	SORBI_3003G143700	ATP citrate synthase	ATP-CITRATE SYNTHASE (PTHR23118:SF42)	transferase(PC00220)	nucleotide binding(GO:0000166);catalytic activity(GO:0003824);ATP citrate synthase activity(GO:0003878);ATP binding(GO:0005524);transferase activity(GO:0016740);acyltransferase activity(GO:0016746);metal ion binding(GO:0046872);acyltransferase activity, acyl groups converted into alkyl on transfer(GO:0046912)	acetyl-CoA biosynthetic process(GO:0006085);lipid metabolic process(GO:0006629);fatty acid biosynthetic process(GO:0006633)	5.8e-09	2	SumRatio
CTL	Lipid metabolism and transport	SORBI_3009G085600	N-acetyltransferase domain-containing protein	GCN5-RELATED N-ACETYLTRANSFERASE 3, CHLOROPLASTIC (PTHR13355:SF15)	acetyltransferase(PC00038)	N-acetyltransferase activity(GO:0008080);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)	UDP-N-acetylglucosamine biosynthetic process(GO:0006048)	5.9e-09	2	SumRatio
CTL	Lipid metabolism and transport	SORBI_3009G143600	ENTH domain-containing protein	OS05G0426100 PROTEIN (PTHR22951:SF12)	vesicle coat protein(PC00235)	SNARE binding(GO:0000149);phospholipid binding(GO:0005543);1-phosphatidylinositol binding(GO:0005545);phosphatidylinositol-4,5-bisphosphate binding(GO:0005546);clathrin binding(GO:0030276);clathrin heavy chain binding(GO:0032050)	endocytosis(GO:0006897);vesicle budding from membrane(GO:0006900);clathrin coat assembly(GO:0048268);clathrin-dependent endocytosis(GO:0072583)	7.41e-09	2	SumRatio
CTL	Lipid metabolism and transport	SORBI_3004G197600	glycerophosphodiester phosphodiesterase	GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE (PTHR43620:SF40)	phosphodiesterase(PC00185)	phosphoric diester hydrolase activity(GO:0008081);glycerophosphodiester phosphodiesterase activity(GO:0008889);hydrolase activity(GO:0016787)	glycerol metabolic process(GO:0006071);lipid metabolic process(GO:0006629)	6e-11	1	Individual;SumRatio
CTL	Lipid metabolism and transport	SORBI_3006G187800	Uncharacterized protein	PROTEIN FATTY ACID EXPORT 4, CHLOROPLASTIC (PTHR12668:SF38)	NA	fatty acid transmembrane transporter activity(GO:0015245)	fatty acid transport(GO:0015908)	2.06e-10	1	Individual
CTL	Lipid metabolism and transport	SORBI_3006G188200	Fatty acid hydroxylase domain-containing protein	OS04G0578400 PROTEIN (PTHR31899:SF18)	hydroxylase(PC00122)	iron ion binding(GO:0005506);beta-carotene 3-hydroxylase activity(GO:0010291);oxidoreductase activity(GO:0016491)	lipid biosynthetic process(GO:0008610);carotenoid biosynthetic process(GO:0016117)	2.06e-10	1	Individual
CTL	Lipid metabolism and transport	SORBI_3002G205100	Uncharacterized protein	SPERMIDINE HYDROXYCINNAMOYL TRANSFERASE (PTHR31642:SF23)	acetyltransferase(PC00038)	transferase activity(GO:0016740);acyltransferase activity(GO:0016746);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)	NA	6.1e-10	1	Individual
CTL	Lipid metabolism and transport	SORBI_3002G205300	Uncharacterized protein	OS09G0422000 PROTEIN (PTHR31642:SF33)	acetyltransferase(PC00038)	transferase activity(GO:0016740);acyltransferase activity(GO:0016746);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)	NA	6.1e-10	1	Individual
CTL	Lipid metabolism and transport	SORBI_3002G253300	Oleosin	OS01G0923000 PROTEIN (PTHR34781:SF1)	NA	NA	NA	7.78e-10	1	Individual
CTL	Lipid metabolism and transport	SORBI_3003G070800	Glutathione hydrolase	RE13973P (PTHR11686:SF9)	protease(PC00190)	transferase activity(GO:0016740);acyltransferase activity(GO:0016746);glutathione gamma-glutamylcysteinyltransferase activity(GO:0016756);hydrolase activity(GO:0016787);glutathione hydrolase activity(GO:0036374);leukotriene C4 gamma-glutamyl transferase activity(GO:0103068)	glutathione metabolic process(GO:0006749);glutathione catabolic process(GO:0006751)	1.15e-09	1	Individual
CTL	Lipid metabolism and transport	SORBI_3008G012400	2-isopropylmalate synthase	PYRUVATE CARBOXYLTRANSFERASE DOMAIN-CONTAINING PROTEIN (PTHR10277:SF64)	transferase(PC00220)	catalytic activity(GO:0003824);2-isopropylmalate synthase activity(GO:0003852);transferase activity(GO:0016740);metal ion binding(GO:0046872);acyltransferase activity, acyl groups converted into alkyl on transfer(GO:0046912)	amino acid biosynthetic process(GO:0008652);branched-chain amino acid biosynthetic process(GO:0009082);L-leucine biosynthetic process(GO:0009098);carboxylic acid metabolic process(GO:0019752)	1.27e-09	1	Individual
CTL	Lipid metabolism and transport	SORBI_3005G110080	Bifunctional inhibitor_plant lipid transfer protein_seed storage helical domain-containing protein	LIPID-TRANSFER PROTEIN 2G, PUTATIVE, EXPRESSED-RELATED (PTHR33214:SF50)	NA	lipid binding(GO:0008289)	lipid transport(GO:0006869)	1.96e-09	1	Individual
CTL	Lipid metabolism and transport	SORBI_3005G011100	GDSL esterase_lipase	SGNH HYDROLASE-TYPE ESTERASE DOMAIN-CONTAINING PROTEIN (PTHR46020:SF15)	NA	hydrolase activity(GO:0016787);hydrolase activity, acting on ester bonds(GO:0016788)	lipid metabolic process(GO:0006629)	2.01e-09	1	Individual;SumRatio
CTL	Lipid metabolism and transport	SORBI_3008G005600	Lipid desaturase domain-containing protein	OS08G0187900 PROTEIN (PTHR48231:SF1)	NA	NA	fatty acid metabolic process(GO:0006631)	2.1e-09	1	Individual
CTL	Lipid metabolism and transport	SORBI_3001G122000	PH domain-containing protein	OXYSTEROL-BINDING PROTEIN-RELATED PROTEIN 1A-RELATED (PTHR10972:SF96)	transfer/carrier protein(PC00219)	lipid binding(GO:0008289);sterol binding(GO:0032934)	lipid transport(GO:0006869)	2.5e-09	1	Individual
CTL	Lipid metabolism and transport	SORBI_3003G078700	Phosphatidic acid phosphatase type 2_haloperoxidase domain-containing protein	LIPID PHOSPHATE PHOSPHATASE 3, CHLOROPLASTIC-RELATED (PTHR10165:SF203)	phosphatase(PC00181)	phosphatidate phosphatase activity(GO:0008195);hydrolase activity(GO:0016787)	phospholipid metabolic process(GO:0006644);phospholipid dephosphorylation(GO:0046839)	3.14e-09	1	Individual
CTL	Lipid metabolism and transport	SORBI_3003G205900	GDSL esterase_lipase	GDSL ESTERASE_LIPASE (PTHR45648:SF129)	lipase(PC00143)	hydrolase activity(GO:0016787);hydrolase activity, acting on ester bonds(GO:0016788)	lipid catabolic process(GO:0016042)	3.88e-09	1	Individual
CTL	Lipid metabolism and transport	SORBI_3001G023100	ACB domain-containing protein	ACYL-COA-BINDING DOMAIN-CONTAINING PROTEIN 4 (PTHR46093:SF3)	NA	fatty-acyl-CoA binding(GO:0000062);lipid binding(GO:0008289)	lipid transport(GO:0006869);response to light stimulus(GO:0009416)	4.68e-09	1	Individual
CTL	Lipid metabolism and transport	SORBI_3001G023200	Electron transfer flavoprotein subunit alpha	ELECTRON TRANSFER FLAVOPROTEIN SUBUNIT ALPHA, MITOCHONDRIAL (PTHR43153:SF1)	oxidoreductase(PC00176)	electron transfer activity(GO:0009055);flavin adenine dinucleotide binding(GO:0050660)	fatty acid beta-oxidation using acyl-CoA dehydrogenase(GO:0033539)	4.68e-09	1	Individual
CTL	Lipid metabolism and transport	SORBI_3006G166900	Uncharacterized protein	OSJNBA0079A21.8 PROTEIN (PTHR31642:SF300)	acetyltransferase(PC00038)	transferase activity(GO:0016740);acyltransferase activity(GO:0016746);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)	NA	4.73e-09	1	Individual
CTL	Lipid metabolism and transport	SORBI_3001G221800	Non-lysosomal glucosylceramidase	NON-LYSOSOMAL GLUCOSYLCERAMIDASE (PTHR12654:SF0)	glucosidase(PC00108)	glucosylceramidase activity(GO:0004348);hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);beta-glucosidase activity(GO:0008422);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)	carbohydrate metabolic process(GO:0005975);lipid metabolic process(GO:0006629);glucosylceramide catabolic process(GO:0006680)	4.92e-09	1	SumRatio
CTL	Lipid metabolism and transport	SORBI_3001G221900	3-ketoacyl-CoA synthase	3-KETOACYL-COA SYNTHASE (PTHR31561:SF197)	NA	transferase activity(GO:0016740);acyltransferase activity(GO:0016746);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)	fatty acid biosynthetic process(GO:0006633)	4.92e-09	1	SumRatio
CTL	Lipid metabolism and transport	SORBI_3001G024200	Fungal lipase-like domain-containing protein	LIPASE FAMILY PROTEIN, EXPRESSED (PTHR46023:SF2)	lipase(PC00143)	NA	lipid metabolic process(GO:0006629)	5.03e-09	1	Individual
CTL	Lipid metabolism and transport	SORBI_3006G075100	digalactosyldiacylglycerol synthase	DIGALACTOSYLDIACYLGLYCEROL SYNTHASE (PTHR46132:SF2)	NA	transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);UDP-galactosyltransferase activity(GO:0035250);digalactosyldiacylglycerol synthase activity(GO:0046481)	galactolipid biosynthetic process(GO:0019375)	5.29e-09	1	Individual
CTL	Lipid metabolism and transport	SORBI_3006G020200	Uncharacterized protein	10-DEACETYLBACCATIN III 10-O-ACETYLTRANSFERASE (PTHR31147:SF30)	transferase(PC00220)	acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)	NA	5.3e-09	1	SumRatio
CTL	Lipid metabolism and transport	SORBI_3004G206700	Uncharacterized protein	GOT1_SFT2-LIKE VESCICLE TRANSPORT PROTEIN FAMILY (PTHR21493:SF246)	lipase(PC00143)	NA	endoplasmic reticulum to Golgi vesicle-mediated transport(GO:0006888);vesicle-mediated transport(GO:0016192);retrograde transport, endosome to Golgi(GO:0042147)	5.31e-09	1	Individual
