Ontology	Layer	Condition	Class	Term	GO	Genes	Background	Intervals	Fold	q_gene	q_LD	Overlap_genes
CC	Class sums and ratios	LIN	GalCer	endoplasmic reticulum membrane	GO:0005789	6	414	2	7.7	0.00157	0.000237	SORBI_3003G087000;SORBI_3003G088800;SORBI_3003G088900;SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
CC	Class sums and ratios	LIN	GalCer	nucleus	GO:0005634	10	3510	5	1.51	0.272	0.0428	SORBI_3003G087600;SORBI_3003G088300;SORBI_3003G406600;SORBI_3003G406800;SORBI_3003G407200;SORBI_3004G002350;SORBI_3004G006600;SORBI_3004G007133;SORBI_3004G007400;SORBI_3004G009000
CC	Class sums and ratios	LIN	GalCer	nucleolus	GO:0005730	2	203	2	5.23	0.193	0.0756	SORBI_3003G408800;SORBI_3004G009100
CC	Class sums and ratios	LIN	GalCer	endomembrane system	GO:0012505	2	309	2	3.44	0.272	0.0923	SORBI_3003G407300;SORBI_3004G007800
CC	Class sums and ratios	LIN	GalCer	membrane	GO:0016020	4	3661	2	0.58	0.963	0.669	SORBI_3004G005000;SORBI_3004G005200;SORBI_3004G006400;SORBI_3004G006500
CC	Class sums and ratios	LIN	LPC	nucleus	GO:0005634	2	3510	1	2.3	0.351	0.176	SORBI_3003G324400;SORBI_3003G324500
CC	Class sums and ratios	LIN	MG	endoplasmic reticulum membrane	GO:0005789	7	414	3	8.12	0.000778	0.000166	SORBI_3003G087000;SORBI_3003G088800;SORBI_3003G088900;SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900;SORBI_3005G105500
CC	Class sums and ratios	LIN	MG	nucleus	GO:0005634	10	3510	5	1.37	0.323	0.0431	SORBI_3003G087600;SORBI_3003G088300;SORBI_3003G406600;SORBI_3003G406800;SORBI_3003G407200;SORBI_3004G002350;SORBI_3004G006600;SORBI_3004G007133;SORBI_3004G007400;SORBI_3004G009000
CC	Class sums and ratios	LIN	MG	nucleolus	GO:0005730	2	203	2	4.73	0.198	0.0756	SORBI_3003G408800;SORBI_3004G009100
CC	Class sums and ratios	LIN	MG	endomembrane system	GO:0012505	2	309	2	3.11	0.288	0.103	SORBI_3003G407300;SORBI_3004G007800
CC	Class sums and ratios	LIN	MG	membrane	GO:0016020	4	3661	2	0.52	0.963	0.669	SORBI_3004G005000;SORBI_3004G005200;SORBI_3004G006400;SORBI_3004G006500
CC	Class sums and ratios	LIN	MGDG	endoplasmic reticulum membrane	GO:0005789	7	414	3	6.96	0.00123	0.000237	SORBI_3003G087000;SORBI_3003G088800;SORBI_3003G088900;SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900;SORBI_3005G105500
CC	Class sums and ratios	LIN	MGDG	nucleus	GO:0005634	12	3510	6	1.41	0.288	0.0239	SORBI_3003G087600;SORBI_3003G088300;SORBI_3003G406600;SORBI_3003G406800;SORBI_3003G407200;SORBI_3004G002350;SORBI_3004G006600;SORBI_3004G007133;SORBI_3004G007400;SORBI_3004G009000;SORBI_3006G183800;SORBI_3006G184700
CC	Class sums and ratios	LIN	MGDG	nucleolus	GO:0005730	2	203	2	4.06	0.249	0.0923	SORBI_3003G408800;SORBI_3004G009100
CC	Class sums and ratios	LIN	MGDG	endomembrane system	GO:0012505	2	309	2	2.67	0.323	0.117	SORBI_3003G407300;SORBI_3004G007800
CC	Class sums and ratios	LIN	MGDG	membrane	GO:0016020	8	3661	4	0.9	0.863	0.223	SORBI_3003G378400;SORBI_3003G378500;SORBI_3004G005000;SORBI_3004G005200;SORBI_3004G006400;SORBI_3004G006500;SORBI_3006G183900;SORBI_3006G184400
CC	Class sums and ratios	LIN	MGDG	plasma membrane	GO:0005886	2	1174	2	0.7	0.919	0.509	SORBI_3003G378400;SORBI_3004G007800
CC	Class sums and ratios	LIN	MGDG	cytoplasm	GO:0005737	2	1770	2	0.47	0.963	0.696	SORBI_3003G378500;SORBI_3006G183600
CC	Class sums and ratios	LIN	PA	endoplasmic reticulum membrane	GO:0005789	3	414	1	7.31	0.0447	0.00741	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
CC	Class sums and ratios	LIN	PA	Golgi membrane	GO:0000139	2	404	2	5	0.198	0.0806	SORBI_3004G004300;SORBI_3004G007600
CC	Class sums and ratios	LIN	PA	nucleus	GO:0005634	5	3510	2	1.44	0.423	0.146	SORBI_3004G002350;SORBI_3004G006600;SORBI_3004G007133;SORBI_3004G007400;SORBI_3004G009000
CC	Class sums and ratios	LIN	PA	membrane	GO:0016020	4	3661	2	1.1	0.697	0.235	SORBI_3004G005000;SORBI_3004G005200;SORBI_3004G006400;SORBI_3004G006500
CC	Class sums and ratios	LIN	PC	endoplasmic reticulum membrane	GO:0005789	3	414	1	8.6	0.03	0.00351	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
CC	Class sums and ratios	LIN	PC	nucleus	GO:0005634	4	3510	1	1.35	0.525	0.215	SORBI_3004G006600;SORBI_3004G007133;SORBI_3004G007400;SORBI_3004G009000
CC	Class sums and ratios	LIN	PC	membrane	GO:0016020	3	3661	1	0.97	0.816	0.35	SORBI_3004G005200;SORBI_3004G006400;SORBI_3004G006500
CC	Class sums and ratios	LIN	PE	endoplasmic reticulum membrane	GO:0005789	6	414	2	9.75	0.000778	0.000166	SORBI_3003G087000;SORBI_3003G088800;SORBI_3003G088900;SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
CC	Class sums and ratios	LIN	PE	nucleus	GO:0005634	6	3510	3	1.15	0.631	0.198	SORBI_3003G087600;SORBI_3003G088300;SORBI_3004G006600;SORBI_3004G007133;SORBI_3004G007400;SORBI_3004G009000
CC	Class sums and ratios	LIN	PE	membrane	GO:0016020	3	3661	1	0.55	0.963	0.669	SORBI_3004G005200;SORBI_3004G006400;SORBI_3004G006500
CC	Class sums and ratios	LIN	PG	endoplasmic reticulum membrane	GO:0005789	6	414	2	5.85	0.00553	0.000747	SORBI_3003G087000;SORBI_3003G088800;SORBI_3003G088900;SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
CC	Class sums and ratios	LIN	PG	nucleus	GO:0005634	14	3510	7	1.61	0.167	0.00783	SORBI_3003G087600;SORBI_3003G088300;SORBI_3003G324400;SORBI_3003G324500;SORBI_3003G406600;SORBI_3003G406800;SORBI_3003G407200;SORBI_3004G002350;SORBI_3004G006600;SORBI_3004G007133;SORBI_3004G007400;SORBI_3004G009000;SORBI_3006G183800;SORBI_3006G184700
CC	Class sums and ratios	LIN	PG	nucleolus	GO:0005730	2	203	2	3.98	0.249	0.0941	SORBI_3003G408800;SORBI_3004G009100
CC	Class sums and ratios	LIN	PG	endomembrane system	GO:0012505	2	309	2	2.61	0.323	0.13	SORBI_3003G407300;SORBI_3004G007800
CC	Class sums and ratios	LIN	PG	membrane	GO:0016020	8	3661	4	0.88	0.867	0.254	SORBI_3003G378400;SORBI_3003G378500;SORBI_3004G005000;SORBI_3004G005200;SORBI_3004G006400;SORBI_3004G006500;SORBI_3006G183900;SORBI_3006G184400
CC	Class sums and ratios	LIN	PG	plasma membrane	GO:0005886	2	1174	2	0.69	0.919	0.553	SORBI_3003G378400;SORBI_3004G007800
CC	Class sums and ratios	LIN	PG	cytoplasm	GO:0005737	2	1770	2	0.46	0.963	0.704	SORBI_3003G378500;SORBI_3006G183600
CC	Class sums and ratios	LIN	SQDG	endoplasmic reticulum membrane	GO:0005789	6	414	2	5.22	0.00815	0.000747	SORBI_3003G087000;SORBI_3003G088800;SORBI_3003G088900;SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
CC	Class sums and ratios	LIN	SQDG	nucleus	GO:0005634	13	3510	6	1.33	0.323	0.0422	SORBI_3001G028200;SORBI_3003G087600;SORBI_3003G088300;SORBI_3003G406600;SORBI_3003G406800;SORBI_3003G407200;SORBI_3004G002350;SORBI_3004G006600;SORBI_3004G007133;SORBI_3004G007400;SORBI_3004G009000;SORBI_3006G183800;SORBI_3006G184700
CC	Class sums and ratios	LIN	SQDG	nucleolus	GO:0005730	2	203	2	3.55	0.272	0.102	SORBI_3003G408800;SORBI_3004G009100
CC	Class sums and ratios	LIN	SQDG	membrane	GO:0016020	11	3661	6	1.08	0.639	0.117	SORBI_3001G026700;SORBI_3001G028400;SORBI_3003G086300;SORBI_3003G378400;SORBI_3003G378500;SORBI_3004G005000;SORBI_3004G005200;SORBI_3004G006400;SORBI_3004G006500;SORBI_3006G183900;SORBI_3006G184400
CC	Class sums and ratios	LIN	SQDG	endomembrane system	GO:0012505	2	309	2	2.33	0.351	0.146	SORBI_3003G407300;SORBI_3004G007800
CC	Class sums and ratios	LIN	SQDG	Golgi membrane	GO:0000139	2	404	2	1.78	0.494	0.235	SORBI_3003G410800;SORBI_3004G007600
CC	Class sums and ratios	LIN	SQDG	plasma membrane	GO:0005886	3	1174	3	0.92	0.83	0.35	SORBI_3001G026700;SORBI_3003G378400;SORBI_3004G007800
CC	Class sums and ratios	LIN	SQDG	cytoplasm	GO:0005737	2	1770	2	0.41	0.963	0.742	SORBI_3003G378500;SORBI_3006G183600
CC	Class sums and ratios	LIN	TG	endoplasmic reticulum membrane	GO:0005789	3	414	1	8.6	0.03	0.00351	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
CC	Class sums and ratios	LIN	TG	nucleus	GO:0005634	4	3510	1	1.35	0.525	0.215	SORBI_3004G006600;SORBI_3004G007133;SORBI_3004G007400;SORBI_3004G009000
CC	Class sums and ratios	LIN	TG	membrane	GO:0016020	3	3661	1	0.97	0.816	0.362	SORBI_3004G005200;SORBI_3004G006400;SORBI_3004G006500
CC	Individual lipid species	CTL	DG	membrane	GO:0016020	3	3661	1	2.36	0.253	0.0665	SORBI_3009G222100;SORBI_3009G222200;SORBI_3009G223400
CC	Individual lipid species	CTL	DGDG	mitochondrial large ribosomal subunit	GO:0005762	2	25	1	230.63	0.0016	0.0052	SORBI_3010G103800;SORBI_3010G103900
CC	Individual lipid species	CTL	DGDG	nucleus	GO:0005634	2	3510	1	1.64	0.521	0.198	SORBI_3010G103700;SORBI_3010G104100
CC	Individual lipid species	CTL	PA	nucleus	GO:0005634	9	3510	3	2.35	0.0532	0.00572	SORBI_3003G367300;SORBI_3003G367900;SORBI_3003G368300;SORBI_3003G369200;SORBI_3003G370100;SORBI_3005G013500;SORBI_3005G013600;SORBI_3005G014100;SORBI_3005G187000
CC	Individual lipid species	CTL	PA	extracellular region	GO:0005576	4	482	2	7.61	0.029	0.0114	SORBI_3005G011200;SORBI_3005G011300;SORBI_3005G011500;SORBI_3005G186800
CC	Individual lipid species	CTL	PA	cytoplasm	GO:0005737	4	1770	2	2.07	0.253	0.0448	SORBI_3003G366850;SORBI_3003G369066;SORBI_3003G370100;SORBI_3005G012200
CC	Individual lipid species	CTL	PC	cytosol	GO:0005829	4	609	4	4.91	0.0532	0.00577	SORBI_3004G259101;SORBI_3008G095500;SORBI_3008G103200;SORBI_3009G069800
CC	Individual lipid species	CTL	PC	cytoplasm	GO:0005737	5	1770	4	2.11	0.214	0.0353	SORBI_3001G248200;SORBI_3001G248300;SORBI_3004G259101;SORBI_3008G103132;SORBI_3010G127550
CC	Individual lipid species	CTL	PC	nucleus	GO:0005634	5	3510	5	1.06	0.656	0.128	SORBI_3001G248100;SORBI_3003G252200;SORBI_3008G095200;SORBI_3008G103500;SORBI_3009G140700
CC	Individual lipid species	CTL	PC	membrane	GO:0016020	5	3661	4	1.02	0.675	0.193	SORBI_3001G247700;SORBI_3004G259101;SORBI_3008G096300;SORBI_3010G126900;SORBI_3010G127300
CC	Individual lipid species	CTL	PC	plasma membrane	GO:0005886	2	1174	1	1.27	0.613	0.257	SORBI_3010G126900;SORBI_3010G127300
CC	Individual lipid species	CTL	SQDG	membrane	GO:0016020	3	3661	1	2.76	0.214	0.0665	SORBI_3006G000400;SORBI_3006G000600;SORBI_3006G001000
CC	Individual lipid species	CTL	TG	cytoplasm	GO:0005737	63	1770	49	1.53	0.0121	0.00052	SORBI_3001G021800;SORBI_3001G022500;SORBI_3001G023000;SORBI_3001G023100;SORBI_3001G221500;SORBI_3001G221850;SORBI_3001G222500;SORBI_3001G260701;SORBI_3001G286500;SORBI_3001G289700;SORBI_3001G318500;SORBI_3001G318700;SORBI_3001G319300;SORBI_3001G355000;SORBI_3001G499500;SORBI_3001G501000;SORBI_3002G042500;SORBI_3002G042600;SORBI_3002G043100;SORBI_3002G073200;SORBI_3002G244600;SORBI_3002G364301;SORBI_3003G206600;SORBI_3003G426600;SORBI_3003G427200;SORBI_3004G137601;SORBI_3004G205000;SORBI_3004G206700;SORBI_3006G032600;SORBI_3006G033001;SORBI_3006G034225;SORBI_3006G036632;SORBI_3006G040201;SORBI_3006G040301;SORBI_3006G042425;SORBI_3006G044532;SORBI_3006G044600;SORBI_3006G048925;SORBI_3006G049450;SORBI_3006G049666;SORBI_3006G050000;SORBI_3006G138800;SORBI_3006G140700;SORBI_3006G258000;SORBI_3006G280000;SORBI_3007G090400;SORBI_3007G100800;SORBI_3007G103350;SORBI_3007G103732;SORBI_3008G094500;SORBI_3008G131800;SORBI_3008G132800;SORBI_3009G050700;SORBI_3009G095480;SORBI_3009G095560;SORBI_3009G098900;SORBI_3009G234400;SORBI_3010G086500;SORBI_3010G125700;SORBI_3010G134801;SORBI_3010G140150;SORBI_3010G140750;SORBI_3010G146100
CC	Individual lipid species	CTL	TG	cytosol	GO:0005829	21	609	19	1.48	0.194	0.00182	SORBI_3001G021000;SORBI_3001G023100;SORBI_3001G221500;SORBI_3001G259000;SORBI_3001G318500;SORBI_3001G318700;SORBI_3001G319300;SORBI_3002G042500;SORBI_3002G364301;SORBI_3003G077300;SORBI_3003G205501;SORBI_3003G355500;SORBI_3003G426600;SORBI_3004G205000;SORBI_3004G206700;SORBI_3006G049900;SORBI_3006G278500;SORBI_3008G095500;SORBI_3008G132700;SORBI_3009G098900;SORBI_3010G195000
CC	Individual lipid species	CTL	TG	membrane	GO:0016020	73	3661	44	0.86	0.952	0.00351	SORBI_3001G021500;SORBI_3001G022200;SORBI_3001G220900;SORBI_3001G221300;SORBI_3001G221400;SORBI_3001G221900;SORBI_3001G223100;SORBI_3001G223200;SORBI_3001G224300;SORBI_3001G288900;SORBI_3001G357400;SORBI_3001G357500;SORBI_3001G357700;SORBI_3001G357800;SORBI_3001G357900;SORBI_3001G496800;SORBI_3001G497300;SORBI_3002G043300;SORBI_3002G043700;SORBI_3002G044100;SORBI_3002G091700;SORBI_3002G199400;SORBI_3002G245300;SORBI_3002G322800;SORBI_3003G078700;SORBI_3003G079800;SORBI_3003G079900;SORBI_3003G080000;SORBI_3003G207900;SORBI_3003G357100;SORBI_3003G358400;SORBI_3003G360700;SORBI_3003G422800;SORBI_3004G140300;SORBI_3005G125400;SORBI_3005G144101;SORBI_3005G144201;SORBI_3005G144300;SORBI_3005G144500;SORBI_3005G183900;SORBI_3006G036400;SORBI_3006G040500;SORBI_3006G041800;SORBI_3006G044100;SORBI_3006G130700;SORBI_3006G187800;SORBI_3006G210700;SORBI_3006G277100;SORBI_3007G090537;SORBI_3007G100800;SORBI_3008G005600;SORBI_3008G081200;SORBI_3008G081400;SORBI_3008G094300;SORBI_3008G094400;SORBI_3008G096300;SORBI_3008G105500;SORBI_3008G132300;SORBI_3008G132500;SORBI_3008G133100;SORBI_3009G088200;SORBI_3009G089532;SORBI_3009G091300;SORBI_3009G098900;SORBI_3009G099000;SORBI_3009G235900;SORBI_3009G237100;SORBI_3010G086800;SORBI_3010G146100;SORBI_3010G151000;SORBI_3010G193300;SORBI_3010G194500;SORBI_3010G195000
CC	Individual lipid species	CTL	TG	nucleus	GO:0005634	69	3510	50	0.84	0.952	0.00351	SORBI_3001G122200;SORBI_3001G222300;SORBI_3001G222500;SORBI_3001G254200;SORBI_3001G259400;SORBI_3001G259600;SORBI_3001G259700;SORBI_3001G289600;SORBI_3001G289700;SORBI_3001G289800;SORBI_3001G295600;SORBI_3001G355000;SORBI_3001G356600;SORBI_3001G501000;SORBI_3002G038500;SORBI_3002G039800;SORBI_3002G042600;SORBI_3002G043100;SORBI_3002G199100;SORBI_3002G202700;SORBI_3002G244600;SORBI_3002G245100;SORBI_3003G077300;SORBI_3003G077600;SORBI_3003G206600;SORBI_3003G356200;SORBI_3003G358300;SORBI_3003G427100;SORBI_3004G140000;SORBI_3004G140501;SORBI_3004G175300;SORBI_3004G175700;SORBI_3004G202500;SORBI_3004G205600;SORBI_3004G206300;SORBI_3004G207200;SORBI_3006G032400;SORBI_3006G038400;SORBI_3006G039800;SORBI_3006G042900;SORBI_3006G047200;SORBI_3006G080300;SORBI_3006G209500;SORBI_3006G279400;SORBI_3007G008500;SORBI_3007G071000;SORBI_3007G090412;SORBI_3007G090421;SORBI_3007G096900;SORBI_3007G097000;SORBI_3007G103100;SORBI_3007G112200;SORBI_3007G122000;SORBI_3008G004600;SORBI_3008G063300;SORBI_3008G095200;SORBI_3008G096000;SORBI_3008G131400;SORBI_3008G132900;SORBI_3009G111200;SORBI_3009G237400;SORBI_3010G125700;SORBI_3010G134900;SORBI_3010G143600;SORBI_3010G146400;SORBI_3010G151325;SORBI_3010G191100;SORBI_3010G194600;SORBI_3010G194900
CC	Individual lipid species	CTL	TG	Golgi membrane	GO:0000139	15	404	11	1.59	0.194	0.00572	SORBI_3001G023600;SORBI_3003G205501;SORBI_3003G357100;SORBI_3003G360500;SORBI_3004G206700;SORBI_3005G144101;SORBI_3005G144500;SORBI_3007G090600;SORBI_3007G100800;SORBI_3008G005100;SORBI_3008G005200;SORBI_3008G005800;SORBI_3009G089101;SORBI_3010G151000;SORBI_3010G197300
CC	Individual lipid species	CTL	TG	eukaryotic 43S preinitiation complex	GO:0016282	3	18	3	7.16	0.0532	0.00577	SORBI_3002G044000;SORBI_3006G044600;SORBI_3009G234400
CC	Individual lipid species	CTL	TG	eukaryotic translation initiation factor 3 complex	GO:0005852	3	19	3	6.78	0.0532	0.00577	SORBI_3002G044000;SORBI_3006G044600;SORBI_3009G234400
CC	Individual lipid species	CTL	TG	eukaryotic 48S preinitiation complex	GO:0033290	3	19	3	6.78	0.0532	0.00577	SORBI_3002G044000;SORBI_3006G044600;SORBI_3009G234400
CC	Individual lipid species	CTL	TG	endoplasmic reticulum membrane	GO:0005789	14	414	14	1.45	0.24	0.0068	SORBI_3001G023600;SORBI_3001G222700;SORBI_3001G285800;SORBI_3003G069950;SORBI_3003G357100;SORBI_3004G140300;SORBI_3006G034200;SORBI_3006G035500;SORBI_3007G113900;SORBI_3008G132800;SORBI_3009G050400;SORBI_3010G125500;SORBI_3010G134400;SORBI_3010G194900
CC	Individual lipid species	CTL	TG	trans-Golgi network	GO:0005802	3	19	3	6.78	0.0532	0.0114	SORBI_3001G023000;SORBI_3003G205501;SORBI_3006G032600
CC	Individual lipid species	CTL	TG	ribosome	GO:0005840	9	277	9	1.4	0.334	0.0135	SORBI_3002G244600;SORBI_3002G364301;SORBI_3003G205400;SORBI_3004G103700;SORBI_3007G071300;SORBI_3007G110500;SORBI_3009G050300;SORBI_3009G237200;SORBI_3010G150575
CC	Individual lipid species	CTL	TG	protein-containing complex	GO:0032991	3	32	3	4.03	0.177	0.0164	SORBI_3001G221500;SORBI_3004G205100;SORBI_3007G090400
CC	Individual lipid species	CTL	TG	cytosolic large ribosomal subunit	GO:0022625	5	102	5	2.1	0.218	0.0164	SORBI_3003G205400;SORBI_3004G103700;SORBI_3007G110500;SORBI_3009G050300;SORBI_3009G237200
CC	Individual lipid species	CTL	TG	endomembrane system	GO:0012505	10	309	10	1.39	0.323	0.0212	SORBI_3001G285800;SORBI_3004G206700;SORBI_3005G125400;SORBI_3006G032600;SORBI_3006G040500;SORBI_3006G046700;SORBI_3007G100800;SORBI_3008G004500;SORBI_3008G132800;SORBI_3010G146100
CC	Individual lipid species	CTL	TG	plasma membrane	GO:0005886	26	1174	18	0.95	0.749	0.0251	SORBI_3001G021500;SORBI_3001G223550;SORBI_3001G224000;SORBI_3001G224300;SORBI_3001G357500;SORBI_3001G357650;SORBI_3001G357700;SORBI_3001G357800;SORBI_3001G357900;SORBI_3002G043300;SORBI_3002G245300;SORBI_3003G069950;SORBI_3003G265900;SORBI_3003G357100;SORBI_3004G136300;SORBI_3004G207000;SORBI_3005G125400;SORBI_3005G146533;SORBI_3005G146900;SORBI_3006G034200;SORBI_3006G037300;SORBI_3008G094300;SORBI_3008G094400;SORBI_3008G132300;SORBI_3008G132800;SORBI_3008G133100
CC	Individual lipid species	CTL	TG	mRNA cleavage and polyadenylation specificity factor complex	GO:0005847	2	14	2	6.13	0.177	0.0268	SORBI_3003G266100;SORBI_3003G427100
CC	Individual lipid species	CTL	TG	kinetochore	GO:0000776	2	18	2	4.77	0.211	0.0283	SORBI_3001G122100;SORBI_3005G144600
CC	Individual lipid species	CTL	TG	extracellular region	GO:0005576	15	482	12	1.34	0.283	0.0283	SORBI_3001G306400;SORBI_3001G306500;SORBI_3001G320000;SORBI_3002G039700;SORBI_3002G105300;SORBI_3002G245200;SORBI_3004G105100;SORBI_3005G145100;SORBI_3005G146300;SORBI_3006G044200;SORBI_3006G277550;SORBI_3006G277700;SORBI_3009G111000;SORBI_3010G149700;SORBI_3010G194500
CC	Individual lipid species	CTL	TG	cohesin complex	GO:0008278	2	7	1	12.27	0.0547	0.0294	SORBI_3007G096900;SORBI_3007G097000
CC	Individual lipid species	CTL	TG	chloroplast	GO:0009507	12	476	11	1.08	0.59	0.0336	SORBI_3001G022500;SORBI_3001G022900;SORBI_3001G295700;SORBI_3001G357200;SORBI_3004G175500;SORBI_3005G144300;SORBI_3006G048700;SORBI_3007G071600;SORBI_3007G090400;SORBI_3007G101500;SORBI_3007G112100;SORBI_3008G004800
CC	Individual lipid species	CTL	TG	endoplasmic reticulum-Golgi intermediate compartment	GO:0005793	2	18	2	4.77	0.211	0.04	SORBI_3001G023600;SORBI_3001G357400
CC	Individual lipid species	CTL	TG	actin cytoskeleton	GO:0015629	3	43	3	3	0.214	0.0423	SORBI_3001G022800;SORBI_3001G289700;SORBI_3010G086500
CC	Individual lipid species	CTL	TG	photosystem II oxygen evolving complex	GO:0009654	2	22	2	3.9	0.218	0.0427	SORBI_3007G071500;SORBI_3008G131700
CC	Individual lipid species	CTL	TG	kinesin complex	GO:0005871	2	20	2	4.29	0.214	0.0528	SORBI_3006G035600;SORBI_3007G018700
CC	Individual lipid species	CTL	TG	chloroplast outer membrane	GO:0009707	2	30	2	2.86	0.283	0.0665	SORBI_3001G023400;SORBI_3001G305900
CC	Individual lipid species	CTL	TG	cytoskeleton	GO:0005856	4	117	4	1.47	0.458	0.0665	SORBI_3001G022800;SORBI_3001G289700;SORBI_3003G427600;SORBI_3005G089900
CC	Individual lipid species	CTL	TG	transcription regulator complex	GO:0005667	2	27	2	3.18	0.26	0.0683	SORBI_3001G501000;SORBI_3004G175700
CC	Individual lipid species	CTL	TG	photosystem II	GO:0009523	2	45	2	1.91	0.458	0.134	SORBI_3007G071500;SORBI_3008G131700
CC	Individual lipid species	CTL	TG	lipid droplet	GO:0005811	2	29	2	2.96	0.281	0.162	SORBI_3005G144300;SORBI_3007G085800
CC	Individual lipid species	CTL	TG	chloroplast membrane	GO:0031969	2	48	2	1.79	0.471	0.162	SORBI_3003G077400;SORBI_3009G088200
CC	Individual lipid species	CTL	TG	chloroplast thylakoid membrane	GO:0009535	3	103	3	1.25	0.59	0.162	SORBI_3007G071500;SORBI_3007G090537;SORBI_3008G063500
CC	Individual lipid species	CTL	TG	mitochondrion	GO:0005739	7	382	6	0.79	0.892	0.209	SORBI_3001G022500;SORBI_3001G023200;SORBI_3002G042400;SORBI_3003G166500;SORBI_3004G140600;SORBI_3006G140400;SORBI_3008G062500
CC	Individual lipid species	CTL	TG	mitochondrial matrix	GO:0005759	2	62	2	1.39	0.59	0.232	SORBI_3001G023200;SORBI_3008G062200
CC	Individual lipid species	CTL	TG	vacuolar membrane	GO:0005774	2	66	2	1.3	0.609	0.232	SORBI_3006G046700;SORBI_3006G276300
CC	Individual lipid species	CTL	TG	cytosolic small ribosomal subunit	GO:0022627	2	76	2	1.13	0.658	0.232	SORBI_3002G364301;SORBI_3010G150575
CC	Individual lipid species	CTL	TG	Golgi apparatus	GO:0005794	3	165	3	0.78	0.858	0.316	SORBI_3001G023600;SORBI_3003G360500;SORBI_3008G132800
CC	Individual lipid species	CTL	TG	endoplasmic reticulum	GO:0005783	6	393	6	0.66	0.952	0.378	SORBI_3001G024100;SORBI_3001G222700;SORBI_3006G032600;SORBI_3006G049900;SORBI_3009G050400;SORBI_3010G125400
CC	Individual lipid species	CTL	TG	apoplast	GO:0048046	3	187	3	0.69	0.901	0.457	SORBI_3002G245200;SORBI_3005G183600;SORBI_3007G086300
CC	Individual lipid species	CTL	TG	chromosome	GO:0005694	2	154	2	0.56	0.95	0.521	SORBI_3004G140400;SORBI_3006G080300
CC	Individual lipid species	CTL	TG	nucleolus	GO:0005730	2	203	2	0.42	0.952	0.662	SORBI_3001G024000;SORBI_3001G126400
CC	Individual lipid species	LIN	AEG	cytoplasm	GO:0005737	12	1770	7	1.87	0.215	0.0231	SORBI_3001G261464;SORBI_3001G261472;SORBI_3001G435300;SORBI_3003G391500;SORBI_3003G392100;SORBI_3003G393900;SORBI_3004G332900;SORBI_3004G334200;SORBI_3004G334300;SORBI_3004G335700;SORBI_3008G082150;SORBI_3009G133201
CC	Individual lipid species	LIN	AEG	endosome membrane	GO:0010008	2	52	2	10.63	0.212	0.0424	SORBI_3003G394200;SORBI_3004G331900
CC	Individual lipid species	LIN	AEG	nucleus	GO:0005634	13	3510	6	1.02	0.768	0.108	SORBI_3001G259300;SORBI_3001G259400;SORBI_3001G259600;SORBI_3001G261585;SORBI_3002G254800;SORBI_3002G257400;SORBI_3002G257500;SORBI_3004G329700;SORBI_3004G329800;SORBI_3004G330000;SORBI_3004G331600;SORBI_3004G332900;SORBI_3004G335700
